Velo,SpinRate,HorzBreak,InducedVertBreak
97.12,2395,17.31,12.57
94.92,2223,3.32,14.94
95.9,2356,7.98,21.66
89.83,1918,14.42,1.69
96.84,2376,0.79,17
93.13,1943,12.28,3.59
90.63,1979,11.75,13.06
93.21,2355,12.47,15.95
91.18,2003,11.96,13.57
95.17,2104,19.42,6.74
92.89,2065,17.19,8.05
97.56,2358,14.9,14.88
97.17,2408,4.92,16.18
92.85,2127,6.48,17.18
92.88,2410,7.67,20.07
85.7,1857,14.88,8.02
96.98,2338,5.21,16.97
94.68,2129,4.45,15.59
88.63,2019,12.28,12.68
91.47,2258,2.44,18.73
93.93,2188,15.5,10.72
93.8,2204,7,17.49
97.75,2341,2.06,18.64
87.8,1969,18.8,3.83
94.8,2451,12.87,15.36
95.03,2020,3.38,18.99
97.76,2565,12.07,20.41
95.27,2579,-2.95,6.88
91.82,2340,1.78,17.1
86.58,2234,22.55,1.72
93.59,2246,9.12,17.52
98.16,2345,14.57,17.44
96.06,2306,-1.9,8.68
94.17,2333,9.75,19.44
96.64,2263,13.57,11.88
92.87,2076,11.62,16.33
93.83,2212,6.75,16
93.88,2093,11.89,12.65
90.65,2187,15.44,7.15
97.38,2644,13.93,19.04
93.7,2501,-2.49,6.24
95.94,2353,8.15,21.44
94.15,1966,13.54,5.97
96.6,2303,17.97,14.05
91.23,2245,9.46,18.68
97.19,2299,8.82,16.74
93.59,2322,8.79,19.59
97.01,2477,1.74,18.88
96.78,2374,4.34,17.15
91.62,2107,6.47,18.71
99.45,2227,8.64,15.87
91.81,2314,3.66,16.89
90.74,2354,3.47,15.62
92.53,2196,9.42,15.87
93.69,2234,11.06,16.81
92.71,2041,16.06,5.41
94.8,2410,1.45,19.98
95.72,2376,7.17,16.11
94.5,2483,2.49,18.14
93.04,2177,3.13,16.15
88.81,2265,0.14,17.71
97.01,2303,18.06,8.37
93.8,2404,2.95,13.5
90.66,2145,17.64,13.92
92.57,2229,11.83,17.51
96.11,2340,9.49,14.33
96.41,2535,5.23,16.52
92.6,2021,12.04,16.92
91.09,2028,2.37,19.66
93.15,2195,3.24,16.26
93.33,2359,5.11,20.19
95.74,2347,1.24,17.19
96.14,2151,12.61,15.58
94.22,2503,10.93,14.61
95.99,2173,7.58,17.48
94.44,2120,7.72,17.05
93.67,2026,15.05,10.22
92.11,2156,15.01,8.17
97.71,2432,15.69,17.44
97.55,2190,9.05,15.95
91.39,2190,4.68,17.24
98,2532,17.67,8.48
95.47,2338,4.27,15.8
94.15,2351,5.18,18.04
93.74,2362,10,14.76
94.39,2489,0.21,17.33
98.54,2423,12.29,16.2
97.91,2431,14.28,10.89
94.94,2321,8.24,17.34
96.83,2065,10.49,15.09
95.26,2499,8.4,18.71
92.76,1930,6.27,14.15
96.13,2218,9.19,16.91
90.54,1892,-3.1,16.94
94.27,2412,7.5,19.13
91.63,2031,-0.24,16.99
89.23,1837,13.86,6.45
93.08,1879,7.54,16.99
91.75,2255,6.18,18.69
96.64,2668,2.64,19.73
95.51,2581,9.46,18.99
99.16,2407,7.14,12.4
96.51,2305,9.31,17.11
95.07,2118,14.86,4.78
92.07,2153,7.33,17.29
93.51,1859,2.33,17.75
93.76,2262,15.21,7.2
94.62,1636,9.68,13.9
93.72,2045,10.94,14.19
93.92,2369,7.18,18.59
94.38,2141,15.96,6.89
97.84,2332,9.7,17.67
97.2,2586,7.91,14.09
96.81,2344,6.66,19.99
96.18,2608,4.05,17.86
93.27,2142,2.98,17.29
96.14,2131,10.21,12.36
95.27,2364,11.54,12.85
99.44,2221,19.54,4.26
94.88,2714,4.38,18.64
93.98,2006,16.29,11.19
93.4,2176,16.87,10.61
95.93,2388,7.1,19.36
95.98,2371,2.1,17.29
97.1,2303,1.12,19.36
94.25,2306,3.45,14.75
91.99,2236,16.11,9.39
92.37,2480,10.03,16.57
95.15,2299,8.47,16.43
90.46,2028,12.8,8.49
94.88,2175,10.47,15.48
96.56,2264,10.82,18.71
91.63,2075,6.49,11.22
94.68,2203,2.96,17.35
91.05,2127,-0.54,16.86
94.4,2310,9.89,18.26
92.86,2279,6.84,21.23
93.74,2001,8.04,16.08
92.27,2141,3.72,17.94
92.3,2276,8.98,19.02
93.97,2270,9.87,17.09
92.21,2306,6.75,15.91
95.45,2200,13.77,12.77
93.64,2359,12.3,17.42
93.53,2554,12.65,10.58
97.79,1983,13.53,8.79
89.64,2245,15.96,10.93
95.42,2135,16.52,13.87
95.59,2548,12.15,17.69
93.67,2689,5.39,22.19
93.93,2063,12.14,11.97
92.66,2287,13.09,15.81
91.7,2149,7.54,15.64
93.6,1735,1.6,6.51
95.78,2257,13.56,11.9
95.24,2549,10.75,11.98
94.21,2117,9.46,15.66
88.04,2103,2.15,19.04
96.14,2407,9.48,15.18
94.23,2281,15.29,13.63
91.43,2133,5.61,20.59
95.84,2326,14.71,14.82
92.79,1930,18.8,5.3
89.12,2103,19.58,10.5
96.59,2310,12.41,12.78
93.77,2236,16.39,12.73
96.32,2207,2.68,18.95
91.8,2630,8.54,19.06
94.74,2392,2.73,16.52
96.63,2614,7.26,19.14
98.35,2200,15.05,8.66
92.3,2020,1.79,19.61
94.72,2346,10.43,15.6
94.52,2000,17.5,6.82
96.99,2476,5.61,18.35
94.49,2434,7.34,16.98
93.94,2253,11.64,14.45
93.3,2371,15.42,3.34
92.93,1973,9.09,12.6
94.54,2579,2.12,19.17
100.46,2180,13.77,13.68
96.71,2304,3.93,16.32
94.04,2176,7.58,15.57
91.5,2073,17.8,8.21
94.48,2227,10.3,18.43
97.88,2199,18.82,8.83
96.7,2497,6.28,15.96
93.09,2319,10.03,16.67
94.84,2191,11.06,17.25
89.94,1777,18.21,5.19
94.17,2638,2.49,13.01
94.12,2061,6.22,14.51
92.19,2137,8.48,15.06
97.3,2428,17.79,7.06
93.81,2236,16.07,6.39
93.55,2355,12.5,12.8
93.4,2509,4.86,11.95
93.31,2220,10.7,18.49
95.09,2172,8.73,17.36
91.72,2234,4.14,14.92
93.84,2372,-1.94,5.1
93.54,2291,8.32,18.23
93.08,2430,12.03,18.77
98.91,2287,9.41,14.83
93.75,2384,4.8,18.2
96.9,2413,12.25,19.54
95.57,2373,8.87,19.24
91.1,1956,14.46,9.84
97.13,2150,14.79,6.05
96.85,2501,19.37,9.03
94.16,2484,15.82,7.61
89.43,1990,15.52,9.48
94.91,2220,9.1,14.48
94.45,1808,4.89,10.77
91.81,2049,13.82,7.18
94.46,2277,4.91,17.84
93.57,2270,7.52,19.99
91.85,2069,11.85,9.48
94.03,2258,7.33,4.91
94.53,2517,15.86,16.8
96.54,2519,-1.7,18.12
98.08,2341,14.31,6.31
96.49,2113,13.82,16.49
91.57,1966,14.39,9.42
94.12,2593,7.23,5.61
92.09,2343,1.79,20.39
95.6,2306,3.97,13.28
92.41,2419,10.08,15.23
91.68,2286,7.24,16.53
95.36,2428,3,12.12
95.67,2441,5.77,20.68
95.87,2434,6.55,16.6
93.93,2488,4.36,18.22
93.12,2019,20.19,8.58
98.26,2435,9.9,16.45
94.79,2545,3.18,19.03
95.61,2294,13.56,17.41
95.23,2213,9.48,15.5
96.12,2365,1.99,13.93
94.53,2438,17.39,10.48
93.45,1891,15.5,6.22
80.41,1781,5.71,13.1
93.77,2126,15.5,9.54
93.64,2257,12.99,18.19
97.49,2280,14.82,13.32
94.08,2399,4.43,14.94
87.76,2207,7.91,17.52
89.54,2224,3.26,17.26
98.26,2277,8.72,18.38
95.33,2506,10.27,19.27
89.09,2088,18.24,8.25
89.26,2432,2.89,24.15
89.11,2380,-2.82,21.19
96.87,2198,20.22,8.62
96.69,2364,8.23,16.99
92.57,2065,13.91,3.11
96.16,2148,11.71,15.71
92.99,2213,8.44,13.51
94.1,2267,8.33,13.94
95.06,2425,3.95,14.04
92.63,2618,3.71,12.57
92.94,2332,7.59,22.11
95.09,2294,7.13,15.76
95.98,2377,9.15,14.99
92.13,2061,14.27,3.73
93.52,2054,6.39,19
95.44,2375,12.94,6.91
94.34,2454,5.6,16.54
96.75,2301,10.88,11.97
92.52,1903,3.62,15.55
95.05,2221,12.64,12.13
93.87,2207,6.09,15.97
91.75,2283,9.13,14.91
93.25,2064,13.93,8.62
88.23,2235,2.62,17.88
95.04,2487,15.07,18.23
97.8,2132,9.02,16.19
95.91,2469,5.95,19.06
94.47,2101,7.27,15.84
96.02,2415,11.6,15.04
98.11,2286,10.38,14.98
98.53,2246,15.57,3.5
95.29,1933,13.16,8.81
92.85,2669,0.23,8.4
92.22,2261,7.89,20.26
93.95,2503,11.7,20.08
92.62,2345,4.38,17.43
92.85,2331,11.94,15.57
93.93,2178,5.76,17.47
94.31,2345,9.95,16.81
93.3,2387,6.37,18.18
94.4,2548,11.15,16.21
95.06,2282,2.34,17
95.58,2362,14.37,11.3
93.32,2392,19.68,3.39
91.7,2154,15.98,6.87
92.99,2280,5.54,13.22
99.16,2104,10.07,11.19
94.45,2176,12.75,8.79
95.51,2165,12.78,14.62
93.46,2803,9.31,20.03
93.84,2410,1.65,17.23
94.99,1992,9.86,16.12
97.62,2475,1.16,18.29
93.99,2378,3.48,18.07
94.94,1979,14.97,8.93
92.58,2419,15.51,16.53
95.27,2551,8.95,17.74
95.86,2566,14.23,18.69
91.02,2037,12.92,9.29
92.98,2074,12.56,8.44
98.27,2398,18.11,9.53
91.86,2113,5.43,21.22
93.32,1864,5.95,10.48
92,2317,16.49,11.74
97.66,2654,11.22,19.11
91.12,2330,7.12,16.51
93.08,2212,18.13,10.54
96.34,2177,15.81,12.16
93.09,2066,18.23,4.5
96.38,2477,-3.78,13.9
89.61,2275,12,18.46
93.18,1998,15.48,6.93
93.67,2098,15.75,8.52
93.3,2064,15.23,17.73
92.3,2242,7.7,-0.21
92.93,2248,7.63,22.25
93.6,2519,13.56,19.5
94.76,2083,16.35,8.65
88.38,1821,7.03,16.37
95.97,1988,16.49,6.85
97.31,2516,6.85,13.74
92.98,2296,6.03,17.69
92.76,1913,8.32,15.62
93.98,2192,8.18,19.09
94.97,1863,7.68,8.88
93.73,2235,14.31,10.86
94.18,1989,8.21,14.61
91.29,2052,13.66,9.16
99.08,2448,9.59,15.18
93.83,2102,12.07,13.81
94.49,2346,12.94,15.25
97.02,2447,18.93,11.33
93.44,2348,14.69,10.92
95.94,1884,9.68,15.87
95.79,2196,13.81,14.37
92.87,2085,6.65,18.13
95.21,2244,9.39,16.85
95.73,2557,5.71,18.93
94,2060,12.92,6.96
100.3,2654,1.86,9.73
95.37,2098,7.62,13.27
92.79,2072,7.51,18.24
85.41,2129,19.77,2.51
95.88,2347,5.12,18.31
95.24,2388,0.68,13.37
91.61,2099,10.25,16.14
94.67,2424,9.17,16.24
91.94,2059,9.86,16.07
94.33,1926,13.58,15.37
90.22,2215,8.45,18.12
94.85,2141,2.38,17.27
93.85,2348,-1.77,17.09
93.76,2351,8.46,17.01
94.51,2272,13.3,15.81
93.88,2456,3.79,18.61
85.8,1753,13.86,9.04
92.63,2010,14.92,6.54
96.49,2028,12.8,9.77
94.95,1909,10.54,13.2
92.57,2227,8.03,14.25
94.39,2182,7.35,15.07
94.11,2369,4.46,17.89
92.07,2255,3.08,12.87
92.61,2240,7.16,20.51
93.04,2190,6.51,17.47
89.57,2086,3.06,18.33
94.38,2235,6.85,14.97
95.5,2565,10.94,11.9
95.88,2414,10.57,19.28
92.6,2264,2.42,16.63
94.6,2267,10.94,15.62
93.3,2284,2.76,19.91
94.33,2270,10.65,14.77
94.31,2555,4.23,19.3
93.83,2652,9.9,2.14
92.79,2070,3.39,17.83
96.77,2192,5.03,18.86
98.51,2503,6.74,15.69
100.21,2237,16.76,6.88
90.64,2387,14.91,14.52
99.04,2247,14.97,11.23
93.49,2425,12.83,11.55
95.25,1994,13.72,14.07
93.54,2161,5.65,19.78
93.27,2064,17.17,9.41
95.06,2348,4.96,17.59
95.9,2159,17.82,8.47
96.75,2109,16.15,7.31
97.68,2341,11.18,14.87
90.07,2045,16.56,7
95.02,2104,7.92,17.14
99.53,2144,12.78,7.42
94.02,2005,16.81,8.98
90.14,1980,8.69,11.33
92.51,2109,8.17,19.76
95.18,2165,15.23,4.77
97.53,2294,13.88,10.73
98.51,2493,14.58,15.44
94.6,2242,3.8,14.93
96.11,2038,7.77,15.57
97.4,2221,10.94,16.47
94.44,2196,2.47,16.17
89.73,2216,12.19,9.78
94.52,1987,8.88,13.22
92.52,2133,1.69,18.93
92.19,2048,8.68,17.05
95.19,2886,6.41,13.4
93.54,1985,13.47,11.89
93.03,2388,1.63,15.72
99.16,2330,18.49,9.83
90.35,2263,10.54,17.39
93.24,2320,17.93,7.26
90.26,2034,13.18,8.72
94.12,2578,6.16,19.61
92.92,2133,1.96,17.89
94.92,2453,6.16,15.36
99.68,2275,10.65,13.51
93.2,2186,11.01,16.33
98.31,2339,10.81,13.38
93.8,2358,12.47,15.26
91.51,1991,19.86,8.22
91.34,2446,9.05,17.85
99.45,2270,3.29,18.82
96.88,2479,10.58,19.37
92.56,2252,6.92,14.82
89.67,2018,13.46,14.39
93.79,2245,11.7,14.71
91.68,1774,6.73,12.66
93.94,2069,10.9,13.61
94.51,2142,15.12,12.77
92.44,2160,11.74,13.42
94.12,2462,2.7,19.79
97.86,2373,4.8,16.63
94.27,2090,13.93,11.84
91.32,2231,14.3,10.07
94.78,1997,9.48,11.23
94.07,2474,7.1,21.2
92.62,2020,13.66,12.27
93.31,1889,5.73,15.33
93.25,2002,7.6,15.53
96.42,2396,6.7,17.75
94.65,2028,15.95,5.74
97.93,2374,16.71,10.02
94.83,2142,0.69,13.42
94.01,2301,10.13,16.52
93.27,2333,13.22,14.32
97.21,2458,15.96,11.41
97.56,2411,15.34,12.6
94.7,2446,6.81,21.65
95.69,2490,2.73,10.26
85.26,2243,19.44,5.13
92.69,2220,7.68,15.87
94.38,1797,17.89,6.88
97.29,2308,12.39,14.24
92.16,2474,6.14,17.07
92.37,2471,16.38,7.37
95.21,2707,5.08,19.44
93.23,2420,14.69,11.7
92.12,1996,17.18,7.42
88.01,1854,11.44,8.62
96.38,2343,11.91,15.65
92.75,2151,9.82,17.09
96.75,2019,9.07,12.08
94.5,1807,6.02,14.7
95.7,1973,15.18,12.43
95.58,2034,5.08,18.45
93.46,2310,4.66,16.45
94.65,2527,4.52,17.83
92.5,2322,5.25,19.3
94.67,2312,-2.53,14.85
92.91,2313,8.29,16.62
94.09,2320,7.08,16.95
93.92,2009,12,8
96.95,2305,7.21,17.25
98.57,2215,16.64,5.37
96.13,2130,11.77,15.57
96.03,2008,6.82,14.07
94.5,2156,12.42,13.27
95,2198,15.9,13.51
96.58,2292,6.22,18.19
97.92,2468,0.14,8.4
92.55,2440,-0.66,11.43
95.91,2230,14.64,7.84
91.8,2160,10.86,15.8
97.03,2677,12.63,9.69
93.1,1804,16.66,2.95
97.95,2566,9.45,18.34
87.65,2004,12.42,8.18
95,2050,5.38,21.24
93.61,2222,7.57,17.01
92.51,2229,10.96,3.36
93,2321,6.97,16.04
97.84,2023,16.23,9.16
90.66,2055,8.08,14.69
94.01,2287,0.83,19.42
98.15,2468,7.01,18.26
95.71,2488,3.97,17.17
97.19,2160,15.35,14
97.62,2516,12.37,17.08
93.71,2080,11.27,14.09
94.1,2190,7.94,15.56
95.94,2283,17.05,8.57
91.39,1890,16.15,7.5
93.69,2606,7.47,14.32
94.62,2356,4.42,16.85
93.81,2502,8.11,17.04
87.05,2189,16.88,12.28
94.57,1926,12.88,11.63
93.99,1998,9.04,10.68
85.36,1829,15.44,8.2
93.42,2118,19.3,6.13
96.97,2415,8.62,10.72
92.73,2205,5.88,13.21
92.96,2296,8.16,18.36
86.02,1978,6.09,6.38
90.72,2399,9.41,17.61
91.32,2385,3.98,18.25
93.42,1883,6.98,16.61
95.46,2256,-0.13,16.83
90.81,2036,11.13,14.56
97.64,2253,16.65,11.08
92.3,2057,6.83,11.78
88.47,2115,4.38,22.72
96.46,2219,14.53,1.7
96.89,2155,7.38,13.15
95.8,2708,5.15,19.69
92.49,2107,15,6.71
91.63,2067,10.85,8.1
90.49,2110,13.08,6.89
91.61,2278,7.86,15.42
92.58,2452,12.52,14.95
93.51,2273,7.64,17.42
92.57,2479,11.7,17.09
95.28,2496,16.92,8.81
96.24,2394,8.56,17.86
91.57,2003,17.88,7.56
95.57,2333,8.88,18.06
95.54,2292,10.53,17.07
94.66,1971,9.16,9.8
95.31,2501,4.69,14.69
97.48,2580,3.4,14.55
95.21,2346,6.73,16.77
94.48,2459,18.29,8.97
92.63,2555,7.59,20.42
92.22,2351,8.51,16.2
96.47,2164,12.18,19.21
95.73,2275,10.02,17.85
96.83,2338,3.94,17.23
93.83,2428,1.49,16.2
93.08,1766,13.13,4.01
92.77,2482,15.15,14
94.24,2087,12.9,3.34
97.71,2326,5.41,16
94.86,2070,4.85,15.63
93.64,2282,9.02,18.4
93.92,2148,7.19,19.45
91.89,2280,9.8,19.83
98.08,2103,18.91,5.17
90.61,2449,2.71,17.76
85.69,2212,14.53,12.08
93.5,2068,17.1,6.47
96.81,2583,-1.45,16.16
91.71,2259,4.89,18.23
89.72,1863,-0.23,11.92
85.28,2114,19.94,6.98
95.4,2033,13.93,9.85
98.76,2333,8.49,14.16
96.01,2383,11.92,17.07
97.06,2423,5.39,13.47
90.86,2097,4.48,18.87
92.97,2178,16.13,8.23
91.31,2108,13.63,8.21
94.6,2231,8.11,18.75
93.74,2106,8.07,13.85
91.08,2320,7.94,14.65
89.7,2186,13.23,14.11
92.51,2354,7.13,15.07
90.28,2252,8.57,19.69
95.13,2311,11.96,17.49
94.19,2161,2.94,14.51
96.41,2387,3.97,20.66
92.61,2301,1.77,12.03
97.52,2313,8.16,19.11
98.28,2120,19.09,4.16
93.73,2748,-3.49,9.17
92.69,2033,8.31,19.03
96.68,2521,6.48,16.35
86.88,1832,12.07,11.93
97.9,2336,7.72,20.07
94.73,2348,5.82,17.6
90.68,2636,3.33,18.2
94.43,2276,7.08,17.21
92.6,2124,6.8,16.03
87.76,1772,12.96,8.77
92.29,2021,5.95,16.85
89.29,2377,1.46,15.81
94.27,2412,0.54,13.45
99.06,2294,18.12,7.77
90.62,1970,15.14,10.75
97.07,2152,4.5,15.92
94.53,2113,6.24,12.8
95.12,2058,11.58,13.08
95.02,2337,10.64,17.81
93.76,2402,9.6,20.72
91.38,1949,14.65,8.94
93.54,2193,4.27,16.98
92.84,2198,9.07,14.07
88.48,2182,17.79,9.62
95.55,2214,6.3,18.04
92.01,2223,10.96,17.69
95.29,2114,17.13,7.6
93.5,2407,17.33,11.12
92.11,2035,14.47,12.45
97.49,2314,0.55,19.82
86.5,1859,12.32,8.43
94.52,2560,12.06,11.75
94.7,1930,17.54,9.66
89.44,1993,10.38,7.55
94.82,2263,10.05,16.06
92.59,2237,15.54,10.94
96.49,2200,8.44,16.32
94.73,2348,4.59,14.77
94.5,2421,9.31,20.59
94.49,2363,2.16,16.9
91.62,2130,13.99,7.35
95.75,2407,13.64,15.5
94.4,2979,14.85,14.65
94.34,2258,16.43,13.25
92.47,2236,4.35,11.19
96.04,2438,6.97,15
89.04,2145,14.9,13.26
94.91,2418,8.72,17.2
98.13,2412,17.57,6.01
92.83,2077,5.45,17.53
99.03,2193,14.48,10.39
92.75,2431,5.32,20.48
93.29,2261,7.11,19.16
91.19,2116,17.2,5.77
95.17,2308,16.49,8.64
92.83,2046,13.73,9.49
96.03,2401,-0.4,11.81
92.58,2046,14.83,9.32
94.69,1777,13.9,6.91
93.07,1971,5.92,16.8
86.63,1986,13.25,10.89
95.71,1919,16.36,4.97
94.95,2451,8.83,13.36
95.41,2575,2.7,19.98
93.53,1749,5.46,13.26
95.85,2307,1.56,10.7
94.48,2075,9.08,15.52
93.61,2465,5.82,18.65
94.25,2255,9.97,13.57
95.35,2136,17.16,8.61
91.98,2217,8.85,0.95
92.73,2388,5.7,18.08
94.6,2099,8.66,17.21
93.66,2136,13.28,16.52
90.78,2167,3.31,8.36
97.04,1846,11.36,8.44
95.34,2366,9.44,17.92
92.85,1871,10.08,15.89
93.5,2502,9.6,16.81
94.12,2278,14.29,10.44
96.73,2401,16.23,6.01
95.86,2389,11.83,16.28
95.36,2475,2.07,16.28
97.11,2195,9.49,16.17
93.14,2085,7.82,18.58
97.54,2219,17.93,2.61
93.97,2188,5.04,11.85
88.62,2103,17.88,11.52
92.96,1765,9.35,11.13
93.12,2619,14.72,16.61
95.14,2219,9.49,12.81
94.21,2251,16.02,11.3
92.38,2263,3.84,16.28
93.75,2112,13.51,10.57
92.82,2167,11.91,11.28
92.5,2197,7.41,19.96
95.56,2427,9.84,18.13
93.79,1964,7.56,15.38
92.52,1959,6.91,14.34
97.39,2385,14.82,11.28
93.65,2525,12.63,19.38
102.5,2580,6.55,14.14
91.6,2349,1.48,17.33
94.8,2173,15.16,10.15
91.6,1936,14.75,-2.21
94.7,2247,1.26,16.84
95.47,2400,10.76,14.2
95.31,2263,9.81,15.04
94.68,2408,19.89,6.71
93.65,2200,4.53,15.82
92.48,2770,10.75,21.7
88.8,2267,9.13,13.42
94.9,2173,14.85,17.24
97.47,1995,11.74,13.13
94.92,2556,7.79,16.27
91.73,2126,18.03,8.43
94.57,2005,13.32,13.42
93.46,1797,8.59,8.21
96.22,2347,8.91,19.78
98.82,1977,13.69,11.49
92.54,2016,15.51,8.36
93.3,2179,-0.73,17.84
90.61,2090,15.85,4.5
95.4,2180,12.18,11.52
95.5,2304,12.49,15.37
93.01,2308,4.98,17.05
94.64,2263,9.25,15.84
95.66,2112,8.46,17.03
95.91,2330,8.43,14.87
94.63,2178,7.27,16.38
95.27,1961,14.93,8.57
96.27,2501,15.45,12.73
94.2,2292,16.06,10.21
97.44,2275,9.76,16.03
90.08,2116,5.27,16.01
92.49,2181,3.85,17.63
91.91,2274,8.06,16.43
96.08,2439,5.04,17.22
88.47,2198,14.24,6.78
87.96,1769,14.61,11.83
90.94,2532,4.98,21.75
94.72,2344,5.92,18.64
95.03,2248,6.7,18.86
95.08,2080,12.19,8.65
96.16,2398,5.59,13.29
95.13,2491,3.67,19.23
95.79,2476,8.09,19.05
92.57,2381,1.51,15.03
93.24,2541,9.37,17.13
93.89,2287,8.57,17.49
88.8,2254,2.97,18.68
99.67,2362,11.13,10.29
93.17,2139,19.5,7.47
93.51,2399,8.2,17.16
93.25,2180,18.28,10.07
90.03,2247,12.84,15.85
96.25,2168,15.85,6.85
96.91,2309,12.04,8.56
92.28,2008,10.14,16.84
97.01,2251,2.29,16.53
93.56,2418,10.13,15.64
96.4,2323,13.35,15.41
92.98,2293,11.76,18.73
88.61,2194,4.27,20.87
87.6,2178,12.4,14.52
93.66,2157,11.01,17.43
94.52,2050,0.58,15.48
95.56,2150,15.01,9.78
93.61,2330,8.14,16.32
94.14,2465,4.31,17.76
94.16,2143,11.44,14.68
98.22,2576,12.4,19.52
92.23,2243,7.87,4.37
98.07,2569,6.17,18.92
95.16,2353,3.54,18.58
92.14,2197,10.39,9.07
94.02,1870,4.64,14.35
97.28,2525,1.74,14.37
93.73,1932,11.52,15.3
89.9,1960,4.52,13.96
94.73,2093,18.75,5.1
93.74,2313,12.43,16.42
92.35,2276,0.38,7.05
95.27,2426,5.66,16.68
93.52,2271,13.46,10.84
94.01,2258,1.99,18.54
94.44,2393,11.82,15.78
93.69,2369,10.33,17.71
95.95,2267,14.99,3.65
95.58,2510,1.23,17.84
90.96,2471,9.36,15.55
89.28,2258,8.59,12.79
95.27,1849,14.17,12.17
94.06,2106,12.78,5.4
96.8,2280,-0.95,13.39
95.2,2347,7.18,19.82
92.3,1820,12.36,8.08
90.06,2620,8,20.78
94.67,2070,3.93,15.49
93.53,2160,17.93,10.86
92.25,2199,18.27,6.22
94.26,1970,16.76,4.74
92.46,2070,16.86,5.66
95.88,2214,14.21,14.75
96.73,2404,14.32,13.46
87.71,1945,13.8,12.65
94.7,1734,14.62,6.9
93.56,2066,14.5,4.9
94.76,1847,16.75,8.62
92.57,2431,6.47,7.04
93.07,2604,3,20.91
91.39,2288,2.52,18.76
94.55,2146,20.48,9.31
92.15,2275,5.86,17.16
97.47,2424,13.5,15.28
95,2196,4.98,15.24
86.56,2251,13.91,10.45
92.34,2022,9.86,13.9
96.62,2600,13.23,8.42
92.95,2280,8.39,19.5
91.92,2116,4.96,18.89
93.74,2174,7.7,18.89
93.67,2123,10.78,16.73
93.53,2065,7.95,16.97
87.19,1791,17.54,13.47
95.47,2149,13.91,15.05
95.65,2066,14.46,10.48
96.95,2404,6.9,15.99
91.88,2012,14.04,11.01
95.55,2344,19.12,12.13
93.94,2351,15.01,8.72
97.83,2630,10.16,18
92.78,2667,10.68,12.53
96.58,2212,11.43,12.33
92.15,2137,14.38,10.3
95.57,2171,5.77,13.61
90.13,2310,13.3,12.46
93.16,2343,7.98,16.25
94.79,2217,2.75,15.79
93.16,2410,8.54,16.08
94.87,2089,6.7,15.65
95.57,2331,4.56,17.91
95.37,2402,4.38,17.74
94.7,2421,4.52,18.25
92.79,2310,10.94,16.87
93.21,2269,3.11,20.99
95.11,2402,8.76,16.57
92.77,2120,10.13,17.4
96.4,2376,9.99,14.48
90.31,1897,15.05,2.77
96.49,2228,17.73,10.26
93.25,2274,8.37,18.01
96.66,2423,7.45,18.33
91.6,2381,6.13,20.99
95.98,2531,1.66,18.8
90.43,2221,-0.12,16.34
95.73,2397,6.45,6.1
90.99,2137,17.69,8.58
96.03,2169,17.77,10.45
94.92,2007,13.89,7.18
94.15,2200,5.98,17.91
91.52,2186,9.45,22.56
93.03,2107,15.18,9.9
94.36,2246,12.95,17.78
95.87,2403,3.43,18.62
97.76,2093,15.09,9.49
92.13,2076,10.6,14.46
94.47,2308,9.9,18.86
93.61,2065,14.22,12.8
91,2297,7.25,19.56
99.38,2272,16.34,9.83
95.57,2286,-2.3,14.32
96.28,2426,2.7,19.9
96,2416,3.92,21.25
89.67,2116,12.68,10.63
93.92,2283,4.57,18.42
95.62,2481,9.11,14.26
94.01,1888,16.64,7.2
96.72,2537,12.4,18.54
89.14,2123,14.06,2.73
95.22,2113,14.42,9.85
94.79,2345,15.9,17.16
94.38,2333,14.83,16.87
97.62,2394,4.95,13.91
91.29,2072,2.72,18.87
91.22,1973,12.65,7.63
89.7,2270,1.83,14.62
93.23,1965,8.28,17.92
94.13,2299,14.98,13.67
94.37,2402,-0.48,17.97
96.83,2740,2.75,20.98
94.23,2140,6.74,18.89
96.62,2466,0.42,18.42
94.22,2460,3.54,16.31
96.28,2316,13.95,11.67
94.28,2305,8.1,17.01
95.86,2127,5.62,15.13
93.74,2172,17.45,8.59
94.35,2108,13.63,13.78
98.18,2367,10.83,15.15
93.86,2335,16.71,10.65
94.7,2123,10.35,15.97
91.39,2108,7.3,17.57
92.74,2183,8.43,16.25
93.94,2286,12.97,6.54
93.8,2580,2.21,21.33
95.31,2385,10.38,17.91
92.26,2219,2.18,14.58
93.83,2086,5.17,15.42
92.85,2060,8.71,19.09
94.9,2037,16.53,10.32
90.53,2135,6.59,19.76
95.28,2330,11.71,10.42
97.37,2267,2.27,17.35
95.54,2212,13.89,13.12
89.98,2222,10.11,-0.39
93,2105,14.45,9.66
92.97,2374,-3.92,5.78
98.46,2413,10.6,18.11
92.91,2106,4.75,16.1
95.13,2504,4.12,17.7
95.41,2124,15.14,10.76
94.49,2281,9.42,15.22
96.22,1925,7.51,13.94
95.51,2253,10.14,13.38
89.69,2320,11.1,6.38
95.01,2278,2.66,13.32
92.16,1958,9.67,12.63
89.96,2456,15.13,13.56
92.75,2312,4.72,15.96
90.93,2048,10.19,6.56
90.67,2401,4.08,17.16
94.58,2339,12.01,17.79
97.55,2291,17.31,7.72
93.25,2245,1.25,16.06
94.59,2344,6.01,13.93
96.44,2283,8.15,18.92
89.13,2252,10.45,17.4
